"Naics code
Code Scian",Description_English,"Year
Année"
322212,Folding Paperboard Box Manufacturing,2014
322219,Other Paperboard Container Manufacturing,2014
322220,Paper Bag and Coated and Treated Paper Manufacturing,2014
322230,Stationery Product Manufacturing,2014
322291,Sanitary Paper Product Manufacturing,2014
322299,All Other Converted Paper Product Manufacturing,2014
323113,Commercial Screen Printing,2014
323114,Quick Printing,2014
323115,Digital Printing,2014
323116,Manifold Business Forms Printing,2014
323119,Other Printing,2014
323120,Support Activities for Printing,2014
324110,Petroleum Refineries,2014
324121,Asphalt Paving Mixture and Block Manufacturing,2014
324122,Asphalt Shingle and Coating Material Manufacturing,2014
324190,Other Petroleum and Coal Product Manufacturing,2014
325110,Petrochemical Manufacturing,2014
325120,Industrial Gas Manufacturing,2014
325130,Synthetic Dye and Pigment Manufacturing,2014
325181,Alkali and Chlorine Manufacturing,2014
325189,All Other Basic Inorganic Chemical Manufacturing,2014
325190,Other Basic Organic Chemical Manufacturing,2014
325210,Resin and Synthetic Rubber Manufacturing,2014
325220,Artificial and Synthetic Fibres and Filaments Manufacturing,2014
325313,Chemical Fertilizer (except Potash) Manufacturing,2014
325314,Mixed Fertilizer Manufacturing,2014
325320,Pesticide and Other Agricultural Chemical Manufacturing,2014
325410,Pharmaceutical and Medicine Manufacturing,2014
325510,Paint and Coating Manufacturing,2014
325520,Adhesive Manufacturing,2014
325610,Soap and Cleaning Compound Manufacturing,2014
325620,Toilet Preparation Manufacturing,2014
325910,Printing Ink Manufacturing,2014
325920,Explosives Manufacturing,2014
325991,Custom Compounding of Purchased Resins,2014
325999,All Other Miscellaneous Chemical Product Manufacturing,2014
326111,Plastic Bag and Pouch Manufacturing,2014
326114,Plastic Film and Sheet Manufacturing,2014
326121,Unlaminated Plastic Profile Shape Manufacturing,2014
326122,Plastic Pipe and Pipe Fitting Manufacturing,2014
326130,"Laminated Plastic Plate, Sheet (except Packaging), and Shape Manufacturing",2014
326140,Polystyrene Foam Product Manufacturing,2014
326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,2014
326160,Plastic Bottle Manufacturing,2014
326191,Plastic Plumbing Fixture Manufacturing,2014
326193,Motor Vehicle Plastic Parts Manufacturing,2014
326196,Plastic Window and Door Manufacturing,2014
326198,All Other Plastic Product Manufacturing,2014
326210,Tire Manufacturing,2014
326220,Rubber and Plastic Hose and Belting Manufacturing,2014
326290,Other Rubber Product Manufacturing,2014
327110,"Pottery, Ceramics and Plumbing Fixture Manufacturing",2014
327120,Clay Building Material and Refractory Manufacturing,2014
327214,Glass Manufacturing,2014
327215,Glass Product Manufacturing from Purchased Glass,2014
327310,Cement Manufacturing,2014
327320,Ready-Mix Concrete Manufacturing,2014
327330,"Concrete Pipe, Brick and Block Manufacturing",2014
327390,Other Concrete Product Manufacturing,2014
327410,Lime Manufacturing,2014
327420,Gypsum Product Manufacturing,2014
327910,Abrasive Product Manufacturing,2014
327990,All Other Non-Metallic Mineral Product Manufacturing,2014
331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,2014
331210,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel,2014
331221,Cold-Rolled Steel Shape Manufacturing,2014
331222,Steel Wire Drawing,2014
331313,Primary Production of Alumina and Aluminum,2014
331317,"Aluminum Rolling, Drawing, Extruding and Alloying",2014
331410,Non-Ferrous Metal (except Aluminum) Smelting and Refining,2014
331420,"Copper Rolling, Drawing, Extruding and Alloying",2014
331490,"Non-Ferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding and Alloying",2014
331511,Iron Foundries,2014
331514,Steel Foundries,2014
331523,Non-Ferrous Die-Casting Foundries,2014
331529,Non-Ferrous Foundries (except Die-Casting),2014
332113,Forging,2014
332118,Stamping,2014
332210,Cutlery and Hand Tool Manufacturing,2014
332311,Prefabricated Metal Building and Component Manufacturing,2014
332314,Concrete Reinforcing Bar Manufacturing,2014
332319,Other Plate Work and Fabricated Structural Product Manufacturing,2014
332321,Metal Window and Door Manufacturing,2014
332329,Other Ornamental and Architectural Metal Product Manufacturing,2014
332410,Power Boiler and Heat Exchanger Manufacturing,2014
332420,Metal Tank (Heavy Gauge) Manufacturing,2014
332431,Metal Can Manufacturing,2014
332439,Other Metal Container Manufacturing,2014
332510,Hardware Manufacturing,2014
332611,Spring (Heavy Gauge) Manufacturing,2014
332619,Other Fabricated Wire Product Manufacturing,2014
332710,Machine Shops,2014
332720,"Turned Product and Screw, Nut and Bolt Manufacturing",2014
332810,"Coating, Engraving, Heat Treating and Allied Activities",2014
332910,Metal Valve Manufacturing,2014
332991,Ball and Roller Bearing Manufacturing,2014
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,2014
333110,Agricultural Implement Manufacturing,2014
333120,Construction Machinery Manufacturing,2014
333130,Mining and Oil and Gas Field Machinery Manufacturing,2014
333210,Sawmill and Woodworking Machinery Manufacturing,2014
333220,Rubber and Plastics Industry Machinery Manufacturing,2014
333245,Sawmill and woodworking machinery manufacturing,2014
333246,Rubber and plastics industry machinery manufacturing,2014
333247,Paper industry machinery manufacturing,2014
333248,All other industrial machinery manufacturing,2014
333291,Paper Industry Machinery Manufacturing,2014
333299,All Other Industrial Machinery Manufacturing,2014
333310,Commercial and Service Industry Machinery Manufacturing,2014
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,2014
333416,Heating Equipment and Commercial Refrigeration Equipment Manufacturing,2014
333511,Industrial Mould Manufacturing,2014
333519,Other Metalworking Machinery Manufacturing,2014
333611,Turbine and Turbine Generator Set Unit Manufacturing,2014
333619,Other Engine and Power Transmission Equipment Manufacturing,2014
333910,Pump and Compressor Manufacturing,2014
333920,Material Handling Equipment Manufacturing,2014
333990,All Other General-Purpose Machinery Manufacturing,2014
334110,Computer and Peripheral Equipment Manufacturing,2014
334210,Telephone Apparatus Manufacturing,2014
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,2014
334290,Other Communications Equipment Manufacturing,2014
334310,Audio and Video Equipment Manufacturing,2014
334410,Semiconductor and Other Electronic Component Manufacturing,2014
334511,Navigational and Guidance Instruments Manufacturing,2014
334512,"Measuring, Medical and Controlling Devices Manufacturing",2014
334610,Manufacturing and Reproducing Magnetic and Optical Media,2014
335110,Electric Lamp Bulb and Parts Manufacturing,2014
335120,Lighting Fixture Manufacturing,2014
335210,Small Electrical Appliance Manufacturing,2014
335223,Major Kitchen Appliance Manufacturing,2014
335229,Other Major Appliance Manufacturing,2014
335311,"Power, Distribution and Specialty Transformers Manufacturing",2014
335312,Motor and Generator Manufacturing,2014
335315,"Switchgear and Switchboard, and Relay and Industrial Control Apparatus Manufacturing",2014
335910,Battery Manufacturing,2014
335920,Communication and Energy Wire and Cable Manufacturing,2014
335930,Wiring Device Manufacturing,2014
335990,All Other Electrical Equipment and Component Manufacturing,2014
336110,Automobile and Light-Duty Motor Vehicle Manufacturing,2014
336120,Heavy-Duty Truck Manufacturing,2014
336211,Motor Vehicle Body Manufacturing,2014
336212,Truck Trailer Manufacturing,2014
336215,"Motor Home, Travel Trailer and Camper Manufacturing",2014
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,2014
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,2014
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,2014
336340,Motor Vehicle Brake System Manufacturing,2014
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,2014
336360,Motor Vehicle Seating and Interior Trim Manufacturing,2014
336370,Motor Vehicle Metal Stamping,2014
336390,Other Motor Vehicle Parts Manufacturing,2014
336410,Aerospace Product and Parts Manufacturing,2014
336510,Railroad Rolling Stock Manufacturing,2014
336611,Ship Building and Repairing,2014
336612,Boat Building,2014
336990,Other Transportation Equipment Manufacturing,2014
337110,Wood Kitchen Cabinet and Counter Top Manufacturing,2014
337121,Upholstered Household Furniture Manufacturing,2014
337123,Other Wood Household Furniture Manufacturing,2014
337126,Household Furniture (except Wood and Upholstered) Manufacturing,2014
337127,Institutional Furniture Manufacturing,2014
337213,"Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing",2014
337214,Office Furniture (except Wood) Manufacturing,2014
337215,"Showcase, Partition, Shelving and Locker Manufacturing",2014
337910,Mattress Manufacturing,2014
337920,Blind and Shade Manufacturing,2014
339110,Medical Equipment and Supplies Manufacturing,2014
339910,Jewellery and Silverware Manufacturing,2014
339920,Sporting and Athletic Goods Manufacturing,2014
339930,"Doll, Toy and Game Manufacturing",2014
339940,Office Supplies (except Paper) Manufacturing,2014
339950,Sign Manufacturing,2014
339990,All Other Miscellaneous Manufacturing,2014
411110,Live Animal Wholesaler-Distributors,2014
411120,Oilseed and Grain Wholesaler-Distributors,2014
411130,Nursery Stock and Plant Wholesaler-Distributors,2014
411190,Other Farm Product Wholesaler-Distributors,2014
412110,Petroleum Product Wholesaler-Distributors,2014
413110,General-Line Food Wholesaler-Distributors,2014
413120,Dairy and Milk Products Wholesaler-Distributors,2014
413130,Poultry and Egg Wholesaler-Distributors,2014
413140,Fish and Seafood Product Wholesaler-Distributors,2014
413150,Fresh Fruit and Vegetable Wholesaler-Distributors,2014
413160,Red Meat and Meat Product Wholesaler-Distributors,2014
413190,Other Specialty-Line Food Wholesaler-Distributors,2014
413210,Non-Alcoholic Beverage Wholesaler-Distributors,2014
413220,Alcoholic Beverage Wholesaler-Distributors,2014
413310,Cigarette and Tobacco Product Wholesaler-Distributors,2014
414110,Clothing and Clothing Accessories Wholesaler-Distributors,2014
414120,Footwear Wholesaler-Distributors,2014
414130,"Piece Goods, Notions and Other Dry Goods Wholesaler-Distributors",2014
414210,Home Entertainment Equipment Wholesaler-Distributors,2014
414220,Household Appliance Wholesaler-Distributors,2014
414310,"China, Glassware, Crockery and Pottery Wholesaler-Distributors",2014
414320,Floor Covering Wholesaler-Distributors,2014
414330,"Linen, Drapery and Other Textile Furnishings Wholesaler-Distributors",2014
414390,Other Home Furnishings Wholesaler-Distributors,2014
414410,Jewellery and Watch Wholesaler-Distributors,2014
414420,"Book, Periodical and Newspaper Wholesaler-Distributors",2014
414430,Photographic Equipment and Supplies Wholesaler-Distributors,2014
414440,Sound Recording Wholesalers,2014
414450,Video Cassette Wholesalers,2014
414460,Toy and Hobby Goods Wholesaler-Distributors,2014
414470,Amusement and Sporting Goods Wholesaler-Distributors,2014
414510,Pharmaceuticals and Pharmacy Supplies Wholesaler-Distributors,2014
414520,"Toiletries, Cosmetics and Sundries Wholesaler-Distributors",2014
415110,New and Used Automobile and Light-Duty Truck Wholesaler-Distributors,2014
415120,"Truck, Truck Tractor and Bus Wholesaler-Distributors",2014
415190,Recreational and Other Motor Vehicles Wholesaler-Distributors,2014
415210,Tire Wholesaler-Distributors,2014
415290,Other New Motor Vehicle Parts and Accessories Wholesaler-Distributors,2014
415310,Used Motor Vehicle Parts and Accessories Wholesaler-Distributors,2014
416110,Electrical Wiring and Construction Supplies Wholesaler-Distributors,2014
416120,"Plumbing, Heating and Air-Conditioning Equipment and Supplies Wholesaler-Distributors",2014
416210,Metal Service Centres,2014
416310,General-Line Building Supplies Wholesaler-Distributors,2014
416320,"Lumber, Plywood and Millwork Wholesaler-Distributors",2014
416330,Hardware Wholesaler-Distributors,2014
416340,"Paint, Glass and Wallpaper Wholesaler-Distributors",2014
416390,Other Specialty-Line Building Supplies Wholesaler-Distributors,2014
417110,"Farm, Lawn and Garden Machinery and Equipment Wholesaler-Distributors",2014
417210,"Construction and Forestry Machinery, Equipment and Supplies Wholesaler-Distributors",2014
417220,"Mining and Oil and Gas Well Machinery, Equipment and Supplies Wholesaler-Distributors",2014
417230,"Industrial Machinery, Equipment and Supplies Wholesaler-Distributors",2014
417310,"Computer, Computer Peripheral and Pre-Packaged Software Wholesaler-Distributors",2014
417320,"Electronic Components, Navigational and Communications Equipment and Supplies Wholesaler-Distributors",2014
417910,Office and Store Machinery and Equipment Wholesaler-Distributors,2014
417920,"Service Establishment Machinery, Equipment and Supplies Wholesaler-Distributors",2014
417930,"Professional Machinery, Equipment and Supplies Wholesaler-Distributors",2014
417990,"All Other Machinery, Equipment and Supplies Wholesaler-Distributors",2014
418110,Recyclable Metal Wholesaler-Distributors,2014
418120,Recyclable Paper and Paperboard Wholesaler-Distributors,2014
418190,Other Recyclable Material Wholesaler-Distributors,2014
418210,Stationery and Office Supplies Wholesaler-Distributors,2014
418220,Other Paper and Disposable Plastic Product Wholesaler-Distributors,2014
418310,Agricultural Feed Wholesaler-Distributors,2014
418320,Seed Wholesaler-Distributors,2014
418390,Agricultural Chemical and Other Farm Supplies Wholesaler-Distributors,2014
418410,Chemical (except Agricultural) and Allied Product Wholesaler-Distributors,2014
418910,Log and Wood Chip Wholesaler-Distributors,2014
418920,"Mineral, Ore and Precious Metal Wholesaler-Distributors",2014
418930,Second-Hand Goods (except Machinery and Automotive) Wholesaler-Distributors,2014
418990,All Other Wholesaler-Distributors,2014
419110,Business-to-Business Electronic Markets,2014
419120,Wholesale Trade Agents and Brokers,2014
441110,New Car Dealers,2014
441120,Used Car Dealers,2014
441210,Recreational Vehicle Dealers,2014
441220,"Motorcycle, Boat and Other Motor Vehicle Dealers",2014
441310,Automotive Parts and Accessories Stores,2014
441320,Tire Dealers,2014
442110,Furniture Stores,2014
442210,Floor Covering Stores,2014
442291,Window Treatment Stores,2014
442292,Print and Picture Frame Stores,2014
442298,All Other Home Furnishings Stores,2014
443110,"Appliance, Television and Other Electronics Stores",2014
443120,Computer and Software Stores,2014
443130,Camera and Photographic Supplies Stores,2014
443143,"Appliance, television and other electronics stores",2014
443144,Computer and software stores,2014
443145,Camera and photographic supplies stores,2014
443146,Audio and video recordings stores,2014
444110,Home Centres,2014
444120,Paint and Wallpaper Stores,2014
444130,Hardware Stores,2014
444190,Other Building Material Dealers,2014
444210,Outdoor Power Equipment Stores,2014
444220,Nursery Stores and Garden Centres,2014
444500,Retail Trade,2014
445110,Supermarkets and Other Grocery (except Convenience) Stores,2014
445120,Convenience Stores,2014
445210,Meat Markets,2014
445220,Fish and Seafood Markets,2014
445230,Fruit and Vegetable Markets,2014
445291,Baked Goods Stores,2014
445292,Confectionery and Nut Stores,2014
445299,All Other Specialty Food Stores,2014
445310,"Beer, Wine and Liquor Stores",2014
446110,Pharmacies and Drug Stores,2014
446120,"Cosmetics, Beauty Supplies and Perfume Stores",2014
446130,Optical Goods Stores,2014
446191,Food (Health) Supplement Stores,2014
446199,All Other Health and Personal Care Stores,2014
447110,Gasoline Stations with Convenience Stores,2014
447190,Other Gasoline Stations,2014
448110,Men's Clothing Stores,2014
448120,Women's Clothing Stores,2014
448130,Children's and Infants' Clothing Stores,2014
448140,Family Clothing Stores,2014
448150,Clothing Accessories Stores,2014
448191,Fur Stores,2014
448199,All Other Clothing Stores,2014
448210,Shoe Stores,2014
448310,Jewellery Stores,2014
448320,Luggage and Leather Goods Stores,2014
451110,Sporting Goods Stores,2014
451111,Golf equipment and supplies specialty stores,2014
451112,Ski equipment and supplies specialty stores,2014
451113,Cycling equipment and supplies specialty stores,2014
451119,All other sporting goods stores,2014
451120,"Hobby, Toy and Game Stores",2014
451130,"Sewing, Needlework and Piece Goods Stores",2014
451140,Musical Instrument and Supplies Stores,2014
451210,Book Stores and News Dealers,2014
451220,"Pre-Recorded Tape, Compact Disc and Record Stores",2014
451310,Book stores and news dealers,2014
452110,Department Stores,2014
452910,Warehouse Clubs and Superstores,2014
452991,Home and Auto Supplies Stores,2014
452999,All Other Miscellaneous General Merchandise Stores,2014
453110,Florists,2014
453210,Office Supplies and Stationery Stores,2014
453220,"Gift, Novelty and Souvenir Stores",2014
453310,Used Merchandise Stores,2014
453910,Pet and Pet Supplies Stores,2014
453920,Art Dealers,2014
453930,Mobile Home Dealers,2014
453992,Beer and Wine-Making Supplies Stores,2014
453999,All Other Miscellaneous Store Retailers (except Beer and Wine-Making Supplies Stores),2014
454110,Electronic shopping and mail-order houses,2014
454111,Internet Shopping,2014
454112,Electronic Auctions,2014
454113,Mail-Order Houses,2014
454210,Vending Machine Operators,2014
454311,Heating Oil Dealers,2014
454312,Liquefied Petroleum Gas (Bottled Gas) Dealers,2014
454319,Other Fuel Dealers,2014
454390,Other Direct Selling Establishments,2014
481110,Scheduled Air Transportation,2014
481214,Non-Scheduled Chartered Air Transportation,2014
481215,Non-Scheduled Specialty Flying Services,2014
482112,Short-Haul Freight Rail Transportation,2014
482113,Mainline Freight Rail Transportation,2014
482114,Passenger Rail Transportation,2014
483115,"Deep Sea, Coastal and Great Lakes Water Transportation (except by Ferries)",2014
483116,"Deep Sea, Coastal and Great Lakes Water Transportation by Ferries",2014
483213,Inland Water Transportation (except by Ferries),2014
483214,Inland Water Transportation by Ferries,2014
484110,"General Freight Trucking, Local",2014
484121,"General Freight Trucking, Long Distance, Truck-Load",2014
484122,"General Freight Trucking, Long Distance, Less Than Truck-Load",2014
484210,Used Household and Office Goods Moving,2014
484221,"Bulk Liquids Trucking, Local",2014
484222,"Dry Bulk Materials Trucking, Local",2014
484223,"Forest Products Trucking, Local",2014
484229,"Other Specialized Freight (except Used Goods) Trucking, Local",2014
484231,"Bulk Liquids Trucking, Long Distance",2014
484232,"Dry Bulk Materials Trucking, Long Distance",2014
484233,"Forest Products Trucking, Long Distance",2014
484239,"Other Specialized Freight (except Used Goods) Trucking, Long Distance",2014
484900,Transportation and Warehousing,2014
485110,Urban Transit Systems,2014
485210,Interurban and Rural Bus Transportation,2014
485310,Taxi Service,2014
485320,Limousine Service,2014
485410,School and Employee Bus Transportation,2014
485510,Charter Bus Industry,2014
485990,Other Transit and Ground Passenger Transportation,2014
486110,Pipeline Transportation of Crude Oil,2014
486210,Pipeline Transportation of Natural Gas,2014
486910,Pipeline Transportation of Refined Petroleum Products,2014
486990,All Other Pipeline Transportation,2014
487110,"Scenic and Sightseeing Transportation, Land",2014
487210,"Scenic and Sightseeing Transportation, Water",2014
487990,"Scenic and Sightseeing Transportation, Other",2014
488111,Air Traffic Control,2014
488119,Other Airport Operations,2014
488190,Other Support Activities for Air Transportation,2014
488210,Support Activities for Rail Transportation,2014
488310,Port and Harbour Operations,2014
488320,Marine Cargo Handling,2014
488331,Marine Salvage Services,2014
488332,Ship Piloting Services,2014
488339,Other Navigational Services to Shipping,2014
488390,Other Support Activities for Water Transportation,2014
488410,Motor Vehicle Towing,2014
488490,Other Support Activities for Road Transportation,2014
488511,Marine Shipping Agencies,2014
488519,Other Freight Transportation Arrangement,2014
488990,Other Support Activities for Transportation,2014
491110,Postal Service,2014
492110,Couriers,2014
492210,Local Messengers and Local Delivery,2014
493110,General Warehousing and Storage,2014
493120,Refrigerated Warehousing and Storage,2014
493130,Farm Product Warehousing and Storage,2014
493190,Other Warehousing and Storage,2014
511110,Newspaper Publishers,2014
511120,Periodical Publishers,2014
511130,Book Publishers,2014
511140,Directory and Mailing List Publishers,2014
511190,Other Publishers,2014
511210,Software Publishers,2014
511211,Software publishers (except video game publishers),2014
511212,Video game publishers,2014
512110,Motion Picture and Video Production,2014
512120,Motion Picture and Video Distribution,2014
512130,Motion Picture and Video Exhibition,2014
512190,Post-Production and Other Motion Picture and Video Industries,2014
512210,Record Production,2014
512220,Integrated Record Production/Distribution,2014
512230,Music Publishers,2014
512240,Sound Recording Studios,2014
512290,Other Sound Recording Industries,2014
515110,Radio Broadcasting,2014
515120,Television Broadcasting,2014
515210,Pay and Specialty Television,2014
517111,Wired Telecommunications Carriers (except Cable),2014
517112,Cable and Other Program Distribution,2014
517210,Wireless Telecommunications Carriers (except Satellite),2014
517410,Satellite Telecommunications,2014
517910,Other Telecommunications,2014
518210,"Data Processing, Hosting, and Related Services",2014
519110,News Syndicates,2014
519121,Libraries,2014
519122,Archives,2014
519130,"Internet Publishing and Broadcasting, and Web Search Portals",2014
519190,All Other Information Services,2014
531111,Lessors of Residential Buildings and Dwellings (except Social Housing Projects),2014
531112,Lessors of Social Housing Projects,2014
531120,Lessors of Non-Residential Buildings (except Mini-Warehouses),2014
531130,Self-Storage Mini-Warehouses,2014
531190,Lessors of Other Real Estate Property,2014
531211,Real Estate Agents,2014
531212,Offices of Real Estate Brokers,2014
531310,Real Estate Property Managers,2014
531320,Offices of Real Estate Appraisers,2014
531390,Other Activities Related to Real Estate,2014
532111,Passenger Car Rental,2014
532112,Passenger Car Leasing,2014
532120,"Truck, Utility Trailer and RV (Recreational Vehicle) Rental and Leasing",2014
532210,Consumer Electronics and Appliance Rental,2014
532220,Formal Wear and Costume Rental,2014
532230,Video Tape and Disc Rental,2014
532290,Other Consumer Goods Rental,2014
532310,General Rental Centres,2014
532410,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing",2014
532420,Office Machinery and Equipment Rental and Leasing,2014
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,2014
533110,Lessors of Non-Financial Intangible Assets (Except Copyrighted Works),2014
541110,Offices of Lawyers,2014
541120,Offices of Notaries,2014
541190,Other Legal Services,2014
541212,Offices of Accountants,2014
541213,Tax Preparation Services,2014
541215,"Bookkeeping, Payroll and Related Services",2014
541310,Architectural Services,2014
541320,Landscape Architectural Services,2014
541330,Engineering Services,2014
541340,Drafting Services,2014
541350,Building Inspection Services,2014
541360,Geophysical Surveying and Mapping Services,2014
541370,Surveying and Mapping (except Geophysical) Services,2014
541380,Testing Laboratories,2014
541410,Interior Design Services,2014
541420,Industrial Design Services,2014
541430,Graphic Design Services,2014
541490,Other Specialized Design Services,2014
541510,Computer Systems Design and Related Services,2014
541514,Computer systems design and related services (except video game design and development),2014
541515,Video game design and development services,2014
541611,Administrative Management and General Management Consulting Services,2014
541612,Human Resources Consulting Services,2014
541619,Other Management Consulting Services,2014
541620,Environmental Consulting Services,2014
541690,Other Scientific and Technical Consulting Services,2014
541710,"Research and Development in the Physical, Engineering and Life Sciences",2014
541720,Research and Development in the Social Sciences and Humanities,2014
541810,Advertising Agencies,2014
541820,Public Relations Services,2014
541830,Media Buying Agencies,2014
541840,Media Representatives,2014
541850,Display Advertising,2014
541860,Direct Mail Advertising,2014
541870,Advertising Material Distribution Services,2014
541891,Specialty Advertising Distributors,2014
541899,All Other Services Related to Advertising,2014
541910,Marketing Research and Public Opinion Polling,2014
541920,Photographic Services,2014
541930,Translation and Interpretation Services,2014
541940,Veterinary Services,2014
541990,"All Other Professional, Scientific and Technical Services",2014
551113,Holding Companies,2014
551114,Head Offices,2014
561110,Office Administrative Services,2014
561210,Facilities Support Services,2014
561310,Employment Placement Agencies and Executive Search Services,2014
561320,Temporary Help Services,2014
561330,Professional Employer Organizations,2014
561410,Document Preparation Services,2014
561420,Telephone Call Centres,2014
561430,Business Service Centres,2014
561440,Collection Agencies,2014
561450,Credit Bureaus,2014
561490,Other Business Support Services,2014
561510,Travel Agencies,2014
561520,Tour Operators,2014
561590,Other Travel Arrangement and Reservation Services,2014
561611,Investigation Services,2014
561612,Security Guard and Patrol Services,2014
561613,Armoured Car Services,2014
561621,Security Systems Services (except Locksmiths),2014
561622,Locksmiths,2014
561710,Exterminating and Pest Control Services,2014
561721,Window Cleaning Services,2014
561722,Janitorial Services (except Window Cleaning),2014
561730,Landscaping Services,2014
561740,Carpet and Upholstery Cleaning Services,2014
561791,Duct and Chimney Cleaning Services,2014
561799,All Other Services to Buildings and Dwellings,2014
561910,Packaging and Labelling Services,2014
561920,Convention and Trade Show Organizers,2014
561990,All Other Support Services,2014
562110,Waste Collection,2014
562210,Waste Treatment and Disposal,2014
562910,Remediation Services,2014
562920,Material Recovery Facilities,2014
562990,All Other Waste Management Services,2014
611110,Elementary and Secondary Schools,2014
611210,Community Colleges and C.E.G.E.P.s,2014
611310,Universities,2014
611410,Business and Secretarial Schools,2014
611420,Computer Training,2014
611430,Professional and Management Development Training,2014
611510,Technical and Trade Schools,2014
611610,Fine Arts Schools,2014
611620,Athletic Instruction,2014
611630,Language Schools,2014
611690,All Other Schools and Instruction,2014
611710,Educational Support Services,2014
621110,Offices of Physicians,2014
621210,Offices of Dentists,2014
621310,Offices of Chiropractors,2014
621320,Offices of Optometrists,2014
621330,Offices of Mental Health Practitioners (except Physicians),2014
621340,"Offices of Physical, Occupational, and Speech Therapists and Audiologists",2014
621390,Offices of All Other Health Practitioners,2014
621410,Family Planning Centres,2014
621420,Out-Patient Mental Health and Substance Abuse Centres,2014
621494,Community Health Centres,2014
621499,All Other Out-Patient Care Centres,2014
621510,Medical and Diagnostic Laboratories,2014
621610,Home Health Care Services,2014
621911,Ambulance (except Air Ambulance) Services,2014
621912,Air Ambulance Services,2014
621990,All Other Ambulatory Health Care Services,2014
622111,General (except Paediatric) Hospitals,2014
622112,Paediatric Hospitals,2014
622210,Psychiatric and Substance Abuse Hospitals,2014
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,2014
623110,Nursing Care Facilities,2014
623210,Residential Developmental Handicap Facilities,2014
623221,Residential Substance Abuse Facilities,2014
623222,Homes for the Psychiatrically Disabled,2014
623310,Community Care Facilities for the Elderly,2014
623991,Transition Homes for Women,2014
623992,Homes for Emotionally Disturbed Children,2014
623993,Homes for the Physically Handicapped or Disabled,2014
623999,All Other Residential Care Facilities,2014
624110,Child and Youth Services,2014
624120,Services for the Elderly and Persons with Disabilities,2014
624190,Other Individual and Family Services,2014
624210,Community Food Services,2014
624220,Community Housing Services,2014
624230,Emergency and Other Relief Services,2014
624310,Vocational Rehabilitation Services,2014
624410,Child Day-Care Services,2014
711111,Theatre (except Musical) Companies,2014
711112,Musical Theatre and Opera Companies,2014
711120,Dance Companies,2014
711130,Musical Groups and Artists,2014
711190,Other Performing Arts Companies,2014
711211,Sports Teams and Clubs,2014
711213,Horse Race Tracks,2014
711218,Other Spectator Sports,2014
711311,Live Theatres and Other Performing Arts Presenters with Facilities,2014
711319,Sports Stadiums and Other Presenters with Facilities,2014
711321,Performing Arts Promoters (Presenters) without Facilities,2014
711322,Festivals without Facilities,2014
711329,Sports Presenters and Other Presenters without Facilities,2014
711410,"Agents and Managers for Artists, Athletes, Entertainers and Other Public Figures",2014
711511,"Independent Artists, Visual Arts",2014
711512,"Independent Actors, Comedians and Performers",2014
711513,Independent Writers and Authors,2014
712111,Non-Commercial Art Museums and Galleries,2014
712115,History and Science Museums,2014
712119,Other Museums,2014
712120,Historic and Heritage Sites,2014
712130,Zoos and Botanical Gardens,2014
712190,Nature Parks and Other Similar Institutions,2014
713110,Amusement and Theme Parks,2014
713120,Amusement Arcades,2014
713210,Casinos (except Casino Hotels),2014
713291,Lotteries,2014
713299,All Other Gambling Industries,2014
713910,Golf Courses and Country Clubs,2014
713920,Skiing Facilities,2014
713930,Marinas,2014
713940,Fitness and Recreational Sports Centres,2014
713950,Bowling Centres,2014
713990,All Other Amusement and Recreation Industries,2014
721111,Hotels,2014
721112,Motor Hotels,2014
721113,Resorts,2014
721114,Motels,2014
721120,Casino Hotels,2014
721191,Bed and Breakfast,2014
721192,Housekeeping Cottages and Cabins,2014
721198,All Other Traveller Accommodation,2014
721211,RV (Recreational Vehicle) Parks and Campgrounds,2014
721212,Hunting and Fishing Camps,2014
721213,Recreational (except Hunting and Fishing) and Vacation Camps,2014
721310,Rooming and Boarding Houses,2014
722110,Full-Service Restaurants,2014
722210,Limited-Service Eating Places,2014
722310,Food Service Contractors,2014
722320,Caterers,2014
722330,Mobile Food Services,2014
722410,Drinking Places (Alcoholic Beverages),2014
722511,Full-service restaurants,2014
722512,Limited-service eating places,2014
811111,General Automotive Repair,2014
811112,Automotive Exhaust System Repair,2014
811119,Other Automotive Mechanical and Electrical Repair and Maintenance,2014
811121,"Automotive Body, Paint and Interior Repair and Maintenance",2014
811122,Automotive Glass Replacement Shops,2014
811192,Car Washes,2014
811199,All Other Automotive Repair and Maintenance,2014
811210,Electronic and Precision Equipment Repair and Maintenance,2014
